iter	RMSE
0	0.3862282114
1	0.374786199
2	0.363667767
3	0.3525909982
4	0.3429132861
5	0.332975305
6	0.3245882471
7	0.3152161284
8	0.3061824116
9	0.2974390825
10	0.2898213804
11	0.2825126315
12	0.2750557102
13	0.2681593945
14	0.2611654107
15	0.2548516736
16	0.2490805373
17	0.2434823873
18	0.2370309853
19	0.231402802
20	0.225760988
21	0.2207398396
22	0.2161927199
23	0.2116693942
24	0.2077265126
25	0.2037773438
26	0.1999523856
27	0.1963280998
28	0.1929854738
29	0.1900448733
30	0.1869583421
31	0.1841433137
32	0.1811684599
33	0.1784628785
34	0.175752319
35	0.173237644
36	0.1711379164
37	0.1688159236
38	0.1666295182
39	0.1648189684
40	0.1627005805
41	0.1607082777
42	0.1587341644
43	0.1571083014
44	0.1555929017
45	0.1540700447
46	0.1526144593
47	0.1510310436
48	0.1496949204
49	0.1484075676
50	0.147078142
51	0.1458251606
52	0.1445308844
53	0.1434076981
54	0.1423273844
55	0.1413470617
56	0.1403307599
57	0.1392007492
58	0.1380958833
59	0.1371608288
60	0.1361068896
61	0.1351980243
62	0.1342937203
63	0.1334192679
64	0.1324565576
65	0.1318058776
66	0.1310873589
67	0.1303274559
68	0.1293990466
69	0.1286637278
70	0.1279719671
71	0.1273746089
72	0.1266605507
73	0.1259111274
74	0.1250705502
75	0.1243819085
76	0.1238052966
77	0.1232041585
78	0.1227225054
79	0.1222028944
80	0.1217668767
81	0.1213123841
82	0.1206727226
83	0.1200819508
84	0.1194800356
85	0.1190034958
86	0.1184979608
87	0.1179914731
88	0.1174922528
89	0.1171563465
90	0.116618589
91	0.1162423454
92	0.1158639058
93	0.1155025084
94	0.1150312933
95	0.114677586
96	0.1142309577
97	0.1138945539
98	0.1134541285
99	0.1129840869
100	0.112640909
101	0.1123348383
102	0.111946423
103	0.1117284522
104	0.1114902883
105	0.1110725026
106	0.1107860745
107	0.1104277592
108	0.1100960568
109	0.1095624835
110	0.1093154636
111	0.1090711095
112	0.108756097
113	0.1083098774
114	0.1078950768
115	0.1075864574
116	0.107278362
117	0.1069731588
118	0.1065070481
119	0.106065706
120	0.1058721073
121	0.1056401598
122	0.105364516
123	0.1050414153
124	0.104745159
125	0.1045887726
126	0.1043138995
127	0.1040424459
128	0.1038248597
129	0.1035199087
130	0.1032814085
131	0.103083169
132	0.1029738452
133	0.1027316834
134	0.102508401
135	0.1022584862
136	0.1020545917
137	0.1018409526
138	0.1015361125
139	0.1014105692
140	0.1011190736
141	0.100746354
142	0.1005980421
143	0.1002163779
144	0.09982988045
145	0.09968820033
146	0.0994944594
147	0.09924935119
148	0.09910907253
149	0.09887303781
150	0.09862332292
151	0.09843145945
152	0.09824372421
153	0.09810229869
154	0.09784116161
155	0.09759982973
156	0.09742410758
157	0.09726843153
158	0.09702903904
159	0.0969624407
160	0.09670625405
161	0.09648064861
162	0.09629320196
163	0.09614009947
164	0.09599219086
165	0.09582687874
166	0.09571247165
167	0.09558661545
168	0.0952692473
169	0.09511003308
170	0.09498834023
171	0.09478290173
172	0.09466119256
173	0.09444732254
174	0.09434765401
175	0.09424894989
176	0.094066356
177	0.0938336924
178	0.09370785009
179	0.09352001137
180	0.09336530094
181	0.09328426231
182	0.09308976576
183	0.0929136863
184	0.09280195076
185	0.09263908373
186	0.09241256534
187	0.09230788321
188	0.09218783142
189	0.09200205508
190	0.09181747997
191	0.09166570359
192	0.09154460657
193	0.09138169949
194	0.0912446659
195	0.09118461933
196	0.09098100651
197	0.09091383352
198	0.09086032446
199	0.09064078607
200	0.09039434463
201	0.09034366915
202	0.09021987998
203	0.09001019109
204	0.08984769753
205	0.08969561572
206	0.0895798174
207	0.08949628142
208	0.08933560586
209	0.08914149041
210	0.08889451338
211	0.08871905435
212	0.08860644754
213	0.08844222005
214	0.08832167508
215	0.08827693364
216	0.08811388747
217	0.08806764735
218	0.08789643343
219	0.08777079063
220	0.08758260047
221	0.0874029594
222	0.0871045572
223	0.08695865757
224	0.08681142549
225	0.08669197234
226	0.0865229716
227	0.08637980695
228	0.08622079891
229	0.08617343848
230	0.08603763718
231	0.08576392596
232	0.08558406662
233	0.08540907811
234	0.08516847609
235	0.08501985432
236	0.08480607267
237	0.08465537886
238	0.08460733826
239	0.08439848839
240	0.08419739513
241	0.08406537703
242	0.08392893745
243	0.08379265565
244	0.08358993204
245	0.08345914793
246	0.08342340785
247	0.08314969332
248	0.08296419702
249	0.08270513031
250	0.08264287177
251	0.08248578763
252	0.08236950701
253	0.08230229882
254	0.08225211711
255	0.08217683945
256	0.08199215617
257	0.08184860836
258	0.0816738354
259	0.08154399162
260	0.08141830907
261	0.08133524637
262	0.08121881248
263	0.08104821581
264	0.08092371731
265	0.08083731796
266	0.08073719421
267	0.08060350736
268	0.08048563125
269	0.08030951463
270	0.08023610575
271	0.08007542229
272	0.07992708329
273	0.07980593843
274	0.07963894851
275	0.07952021413
276	0.07940616327
277	0.07921993883
278	0.07909091527
279	0.07901971939
280	0.07889053295
281	0.07879137663
282	0.07870696307
283	0.07867980377
284	0.07853994394
285	0.07833763543
286	0.0783086238
287	0.07824443296
288	0.07821676577
289	0.07807674819
290	0.07793668841
291	0.07773100506
292	0.07771201073
293	0.07761316721
294	0.07758224708
295	0.0775035835
296	0.07735175828
297	0.07725735015
298	0.07711417743
299	0.07699224231
300	0.07690010571
301	0.07679819276
302	0.07668710674
303	0.07656404564
304	0.07640300089
305	0.07626584054
306	0.07622729994
307	0.07609984801
308	0.07607266186
309	0.07605050615
310	0.07594893934
311	0.07589841843
312	0.07576046462
313	0.07572893846
314	0.07560176706
315	0.07550052572
316	0.07539336307
317	0.07537285777
318	0.07523398237
319	0.07511531933
320	0.07495069255
321	0.07492475022
322	0.07490003656
323	0.0748143034
324	0.07464788588
325	0.07463233171
326	0.07451633945
327	0.07446257807
328	0.07435115716
329	0.07427400413
330	0.07411332444
331	0.07404575766
332	0.07392996454
333	0.07377727963
334	0.07371747508
335	0.07362187717
336	0.07360216753
337	0.0735187667
338	0.073503803
339	0.07345136306
340	0.07330644686
341	0.07328714099
342	0.07316242881
343	0.07300277727
344	0.07298418604
345	0.0727455481
346	0.07268716611
347	0.07248061773
348	0.0724634864
349	0.072365392
350	0.07228452563
351	0.07214898391
352	0.07199363936
353	0.07187441772
354	0.07176688496
355	0.07166423346
356	0.07159282705
357	0.07146841697
358	0.07142231822
359	0.07129343671
360	0.07119438298
361	0.07104736543
362	0.07102326333
363	0.07085649223
364	0.07075417702
365	0.07062921829
366	0.07049874785
367	0.07048285328
368	0.07034167449
369	0.07026860878
370	0.07023405184
371	0.07008013326
372	0.07002949163
373	0.06995496444
374	0.06981580532
375	0.06966937098
376	0.06952934371
377	0.06938426422
378	0.06930570307
379	0.06923747142
380	0.0691297158
381	0.06911353137
382	0.06905140519
383	0.06896766724
384	0.06881241365
385	0.06865773185
386	0.06861200152
387	0.06851082875
388	0.06849794276
389	0.06839606671
390	0.06830721478
391	0.06816896183
392	0.06808998605
393	0.06799945381
394	0.06791907382
395	0.0678026157
396	0.06773056587
397	0.06756703938
398	0.06745580997
399	0.06740412519
400	0.06732682027
401	0.06722988314
402	0.06714118917
403	0.06701764365
404	0.06687361542
405	0.06674685033
406	0.0666568527
407	0.06661025875
408	0.06644918933
409	0.06636633996
410	0.06625281223
411	0.06617565525
412	0.06609132546
413	0.06599326497
414	0.06591057545
415	0.06579791995
416	0.06574308853
417	0.06567118929
418	0.06565687532
419	0.06557114612
420	0.06553418416
421	0.06545717516
422	0.06531703428
423	0.06530620346
424	0.06521697431
425	0.06519049188
426	0.06502289393
427	0.0649153009
428	0.06477640848
429	0.06467526311
430	0.06455453288
431	0.06452647543
432	0.06451734636
433	0.06450941618
434	0.06442634727
435	0.06434725739
436	0.0642569889
437	0.06416744515
438	0.06400965115
439	0.06388508221
440	0.06377196938
441	0.06366743003
442	0.06359527464
443	0.06358738457
444	0.06347566956
445	0.06346770203
446	0.0633646249
447	0.06335216621
448	0.06319881781
449	0.06319034918
450	0.0631379833
451	0.0631101826
452	0.06307721979
453	0.06297247955
454	0.06288638166
455	0.06282823727
456	0.06273661775
457	0.06272433704
458	0.0626564721
459	0.06257529456
460	0.06254094445
461	0.06249354414
462	0.06245301556
463	0.06240716286
464	0.06239681258
465	0.06238995938
466	0.06226900199
467	0.06216416972
468	0.06210463078
469	0.06199146732
470	0.06187838445
471	0.06177980229
472	0.06168424237
473	0.06162623828
474	0.06161977479
475	0.06155670791
476	0.06140254213
477	0.06139596512
478	0.06132523413
479	0.06121142569
480	0.0611769468
481	0.06114246543
482	0.06104631551
483	0.06093329053
484	0.06084801262
485	0.06077965717
486	0.06071684672
487	0.06070145966
488	0.06055635077
489	0.06045337252
490	0.06044782225
491	0.06034978032
492	0.06034358339
493	0.06019444992
494	0.06013263189
495	0.06004975476
496	0.05997482017
497	0.05988103362
498	0.05981178608
499	0.05972312407
